Image,Image area,Number of edges,Length of bounded box,Width of bounded box,Area of bounded box,Difference of area,Percentage filled area,Compactness factor,Complexity Level,Design family,DBSCAN_Labels
960,108055.5,6,338,452,152776,44720.5,29.271940618945383,70.28819006749032,2,1,9
961,106840.5,6,338,453,153114,46273.5,30.22159959246052,75.52754000494907,2,1,2
962,129910.5,5,338,452,152776,22865.5,14.966683248677803,86.23236025006362,1,2,1
963,148328.5,4,338,452,152776,4447.5,2.9111247839974865,94.47424651149788,1,4,16
964,106509.0,8,338,452,152776,46267.0,30.28420694349898,66.98225764817957,2,1,36
965,99751.0,8,337,452,152324,52573.0,34.513930831648324,71.30717536339064,0,3,5
966,146948.0,4,338,452,152776,5828.0,3.8147352987380216,94.10104391120628,1,4,16
967,91149.0,6,337,452,152324,61175.0,40.16110396260603,70.37952538532834,0,3,25
968,112515.5,10,337,452,152324,39808.5,26.134095743284053,75.35474352831602,2,3,13
969,145210.5,4,338,453,153114,7903.5,5.161840197499902,93.21268053051772,1,4,16
970,107566.5,8,337,452,152324,44757.5,29.383091305375387,73.4715793388593,2,3,26
971,98757.0,9,338,452,152776,54019.0,35.35830235115463,67.43395667494704,0,1,42
972,95823.0,7,338,452,152776,56953.0,37.2787610619469,70.6274254848515,0,1,3
973,145683.5,4,338,452,152776,7092.5,4.642417657223648,93.39640099228974,1,4,16
974,107350.0,6,338,452,152776,45426.0,29.73372781065089,75.49204276136996,2,1,2
975,119329.5,8,338,452,152776,33446.5,21.89250929465361,85.9181466210694,2,2,38
976,145584.5,4,338,452,152776,7191.5,4.707218411268785,93.21341637889012,1,4,16
977,151288.5,4,338,453,153114,1825.5,1.1922489125749445,95.79992093888916,1,4,16
978,129387.5,4,337,452,152324,22936.5,15.057705942596044,85.97639794419511,1,0,27
979,130978.5,7,338,452,152776,21797.5,14.26762056867571,83.96204892802508,1,0,4
980,84082.5,7,338,452,152776,68693.5,44.96354139393622,60.372343083735146,0,3,30
981,144463.5,4,338,452,152776,8312.5,5.44097240404252,92.98391927117932,1,4,16
982,122851.5,6,338,453,153114,30262.5,19.764685136564918,78.97891322604096,2,2,10
983,106631.5,9,337,452,152324,45692.5,29.996914471783832,72.4866168744297,2,3,22
984,149030.5,4,338,453,153114,4083.5,2.666967096411824,94.89203841101175,1,4,16
985,71345.0,11,337,452,152324,80979.0,53.162338173892486,43.57587871415488,0,5,28
986,136562.0,5,338,452,152776,16214.0,10.612923495837045,89.91825065865171,1,4,1
987,107153.0,7,338,452,152776,45623.0,29.86267476567,70.57005431303384,2,1,3
988,128805.5,5,338,452,152776,23970.5,15.68996439231293,86.4118437067804,1,2,1
989,151500.5,4,338,453,153114,1613.5,1.0537899865459723,96.64756237688896,1,4,16
990,108069.0,5,337,452,152324,44255.0,29.053202384391163,75.84496865880092,2,3,41
991,74618.0,9,338,452,152776,78158.0,51.15855893595853,47.10484724519679,0,5,39
992,150068.0,4,338,452,152776,2708.0,1.7725297167094307,95.912930073203,1,4,16
993,107953.5,6,338,452,152776,44822.5,29.33870503220401,69.48144117184621,2,1,9
994,99182.0,7,338,453,153114,53932.0,35.22342829525713,71.67348867959417,0,1,3
995,149251.0,4,338,452,152776,3525.0,2.3072995758496098,95.19779065830764,1,4,16
996,126584.5,7,338,452,152776,26191.5,17.143726763365976,89.47749341489352,1,2,31
997,107953.5,6,338,452,152776,44822.5,29.33870503220401,69.48144117184621,2,1,9
998,118952.5,6,338,452,152776,33823.5,22.139275802482064,79.95663061428255,2,1,10
999,151500.5,4,338,453,153114,1613.5,1.0537899865459723,96.64756237688896,1,4,16
1000,139304.0,5,338,452,152776,13472.0,8.818138974708068,91.29261043930126,1,4,1
1001,135697.5,7,338,453,153114,17416.5,11.374857948979193,86.33087263715902,1,0,4
1002,101580.0,4,338,452,152776,51196.0,33.51049903126145,72.74694374903936,2,1,-1
1003,145584.5,4,338,452,152776,7191.5,4.707218411268785,93.21341637889012,1,4,16
1004,75978.5,3,337,452,152324,76345.5,50.12046689950369,55.03335680490013,0,5,12
1005,107350.0,6,338,452,152776,45426.0,29.73372781065089,75.49204276136996,2,1,2
1006,123434.0,4,337,452,152324,28890.0,18.96615109897324,83.20762718334522,2,0,29
1007,120954.5,5,337,452,152324,31369.5,20.59393135684462,81.33018289754796,2,0,19
1008,88788.5,9,338,452,152776,63987.5,41.8832146410431,57.74779689712936,0,3,7
1009,102118.0,7,338,452,152776,50658.0,33.15834947897576,75.76488535663916,2,1,3
1010,98757.0,9,338,452,152776,54019.0,35.35830235115463,67.43395667494704,0,1,42
1011,99751.0,8,337,452,152324,52573.0,34.513930831648324,71.30717536339064,0,3,5
1012,149173.0,4,338,452,152776,3603.0,2.3583547154003246,95.14803938246128,1,4,16
1013,99011.5,5,337,452,152324,53312.5,34.999409154171374,72.69636599649296,0,3,37
1014,102867.5,7,337,452,152324,49456.5,32.46796302618103,72.14792831654782,2,3,3
1015,110359.0,7,338,452,152776,42417.0,27.76417761952139,74.92925037276024,2,1,-1
1016,96831.0,6,338,452,152776,55945.0,36.61897156621458,67.62429962285125,0,1,21
1017,108069.0,5,337,452,152324,44255.0,29.053202384391163,75.84496865880092,2,3,41
1018,131935.0,7,338,452,152776,20841.0,13.64154055610829,83.00819646291959,1,0,4
1019,96831.0,6,338,452,152776,55945.0,36.61897156621458,67.62429962285125,0,1,21
1020,148276.0,4,338,452,152776,4500.0,2.9454888202335447,94.546634665808,1,4,16
1021,141032.5,5,338,452,152776,11743.5,7.686743991202808,92.51974515543198,1,4,1
1022,151348.5,4,338,453,153114,1765.5,1.1530624240761784,96.5505961730223,1,4,16
1023,144021.5,4,338,452,152776,8754.5,5.73028486149657,92.65849582476176,1,4,16
1024,144443.5,4,338,452,152776,8332.5,5.454063465465779,93.28155093579004,1,4,16
1025,128018.5,7,337,452,152324,24305.5,15.95644809747643,84.96846662036573,1,0,4
1026,132590.0,5,338,452,152776,20186.0,13.212808294496517,88.511945515875,1,2,1
1027,114561.5,11,338,452,152776,38214.5,25.013418337958843,72.24606028202862,2,1,23
1028,148808.0,4,338,452,152776,3968.0,2.597266586374823,94.66512303884448,1,4,16
1029,129387.5,4,337,452,152324,22936.5,15.057705942596044,85.97639794419511,1,0,27
1030,141032.5,5,338,452,152776,11743.5,7.686743991202808,92.51974515543198,1,4,1
1031,129387.5,4,337,452,152324,22936.5,15.057705942596044,85.97639794419511,1,0,27
1032,105047.0,9,338,452,152776,47729.0,31.2411635335393,77.71556796616149,2,1,33
1033,120954.5,5,337,452,152324,31369.5,20.59393135684462,81.33018289754796,2,0,19
1034,144021.5,4,338,452,152776,8754.5,5.73028486149657,92.65849582476176,1,4,16
1035,111372.0,8,338,452,152776,41404.0,27.101115358433265,82.27317714620733,2,1,6
1036,146948.0,4,338,452,152776,5828.0,3.8147352987380216,94.10104391120628,1,4,16
1037,111372.0,8,338,452,152776,41404.0,27.101115358433265,82.27317714620733,2,1,6
1038,100151.0,7,337,452,152324,52173.0,34.25133268559124,68.38467902548132,0,3,3
1039,135780.0,7,338,453,153114,17334.0,11.32097652729339,86.28688756285962,1,0,4
1040,139570.5,6,338,452,152776,13205.5,8.643700581243127,88.65081911865245,1,0,40
1041,128018.5,7,337,452,152324,24305.5,15.95644809747643,84.96846662036573,1,0,4
1042,107566.5,8,337,452,152324,44757.5,29.383091305375387,73.4715793388593,2,3,26
1043,142575.5,5,338,452,152776,10200.5,6.676768602398282,92.70647387421909,1,4,1
1044,135697.5,7,338,453,153114,17416.5,11.374857948979193,86.33087263715902,1,0,4
1045,71345.0,11,337,452,152324,80979.0,53.162338173892486,43.57587871415488,0,5,28
1046,106840.5,6,338,453,153114,46273.5,30.22159959246052,75.52754000494907,2,1,2
1047,88761.0,12,338,452,152776,64015.0,41.90121485050008,56.74422824950924,0,3,45
1048,146948.0,4,338,452,152776,5828.0,3.8147352987380216,94.10104391120628,1,4,16
1049,76014.5,3,337,452,152324,76309.5,50.09683306635855,54.90036911018557,0,5,12
1050,139479.5,5,338,452,152776,13296.5,8.70326491071896,91.59196371022756,1,4,1
1051,122602.0,5,338,453,153114,30512.0,19.92763561790561,79.28688722942714,2,2,19
1052,148230.0,4,338,452,152776,4546.0,2.975598261507043,94.55868276128884,1,4,16
1053,150708.0,4,338,453,153114,2406.0,1.5713781888005016,95.44699792590664,1,4,16
1054,149326.0,4,338,452,152776,3450.0,2.258208095512384,95.24562842354456,1,4,16
1055,119329.5,8,338,452,152776,33446.5,21.89250929465361,85.9181466210694,2,2,38
1056,150068.0,4,338,452,152776,2708.0,1.7725297167094307,95.912930073203,1,4,16
1057,108055.5,6,338,452,152776,44720.5,29.271940618945383,70.28819006749032,2,1,9
1058,144463.5,4,338,452,152776,8312.5,5.44097240404252,92.98391927117932,1,4,16
1059,136323.5,5,338,452,152776,16452.5,10.76903440330942,89.86519693338407,1,4,1
1060,112515.5,10,337,452,152324,39808.5,26.134095743284053,75.35474352831602,2,3,13
1061,149251.0,4,338,452,152776,3525.0,2.3072995758496098,95.19779065830764,1,4,16
1062,114561.5,11,338,452,152776,38214.5,25.013418337958843,72.24606028202862,2,1,23
1063,97957.5,5,337,452,152324,54366.5,35.6913552690318,70.88591055887821,0,3,37
1064,147322.0,4,338,452,152776,5454.0,3.5699324501230563,94.44074372225155,1,4,16
1065,100151.0,7,337,452,152324,52173.0,34.25133268559124,68.38467902548132,0,3,3
1066,127209.0,7,338,452,152776,25567.0,16.734958370424675,83.40368691941512,1,0,4
1067,105330.5,11,338,452,152776,47445.5,31.055597737864588,70.95999349763495,2,1,17
1068,111976.0,8,338,452,152776,40800.0,26.7057653034508,82.89256440912142,2,1,6
1069,132701.5,6,338,452,152776,20074.5,13.139825627061844,84.72920160505231,1,0,0
1070,148565.5,4,338,452,152776,4210.5,2.7559957061318534,94.86689059848013,1,4,16
1071,128805.5,5,338,452,152776,23970.5,15.68996439231293,86.4118437067804,1,2,1
1072,98451.0,6,338,452,152776,54325.0,35.55859559093052,68.31807585889365,0,1,21
1073,133062.0,5,338,452,152776,19714.0,12.90385924490758,87.68474166408973,1,0,1
1074,112515.5,10,337,452,152324,39808.5,26.134095743284053,75.35474352831602,2,3,13
1075,126584.5,7,338,452,152776,26191.5,17.143726763365976,89.47749341489352,1,2,31
1076,98451.0,6,338,452,152776,54325.0,35.55859559093052,68.31807585889365,0,1,21
1077,108069.0,5,337,452,152324,44255.0,29.053202384391163,75.84496865880092,2,3,41
1078,144071.5,4,338,452,152776,8704.5,5.69755720793842,92.57154938791956,1,4,16
1079,143178.5,5,338,453,153114,9935.5,6.488955941324765,94.0845864210366,1,4,1
1080,141032.5,5,338,452,152776,11743.5,7.686743991202808,92.51974515543198,1,4,1
1081,145584.5,4,338,452,152776,7191.5,4.707218411268785,93.21341637889012,1,4,16
1082,75978.5,3,337,452,152324,76345.5,50.12046689950369,55.03335680490013,0,5,12
1083,98712.5,6,338,452,152776,54063.5,35.387429962821386,68.6390455042443,0,1,21
1084,149489.5,4,338,452,152776,3286.5,2.151188668377232,95.06323797601132,1,4,16
1085,144463.5,4,338,452,152776,8312.5,5.44097240404252,92.98391927117932,1,4,16
1086,123434.0,4,337,452,152324,28890.0,18.96615109897324,83.20762718334522,2,0,29
1087,145584.5,4,338,452,152776,7191.5,4.707218411268785,93.21341637889012,1,4,16
1088,150708.0,4,338,453,153114,2406.0,1.5713781888005016,95.44699792590664,1,4,16
1089,102062.5,6,338,452,152776,50713.5,33.1946771744253,66.48864366254892,2,1,21
1090,144149.0,4,338,452,152776,8627.0,5.646829344923286,92.86602345331424,1,4,16
1091,110359.0,7,338,452,152776,42417.0,27.76417761952139,74.92925037276024,2,1,-1
1092,144021.5,4,338,452,152776,8754.5,5.73028486149657,92.65849582476176,1,4,16
1093,135697.5,7,338,453,153114,17416.5,11.374857948979193,86.33087263715902,1,0,4
1094,93482.5,7,337,452,152324,58841.5,38.62917202804548,65.24817831284099,0,3,35
1095,135697.5,7,338,453,153114,17416.5,11.374857948979193,86.33087263715902,1,0,4
1096,132701.5,6,338,452,152776,20074.5,13.139825627061844,84.72920160505231,1,0,0
1097,107953.5,6,338,452,152776,44822.5,29.33870503220401,69.48144117184621,2,1,9
1098,107566.5,8,337,452,152324,44757.5,29.383091305375387,73.4715793388593,2,3,26
1099,139570.5,6,338,452,152776,13205.5,8.643700581243127,88.65081911865245,1,0,40
1100,135780.0,7,338,453,153114,17334.0,11.32097652729339,86.28688756285962,1,0,4
1101,137337.0,5,337,453,152661,15324.0,10.037927171969264,90.2485240195154,1,4,1
1102,120954.5,5,337,452,152324,31369.5,20.59393135684462,81.33018289754796,2,0,19
1103,149843.5,6,338,454,153452,3608.5,2.351549670255194,97.95467062866588,1,4,15
1104,151500.5,4,338,453,153114,1613.5,1.0537899865459723,96.64756237688896,1,4,16
1105,148808.0,4,338,452,152776,3968.0,2.597266586374823,94.66512303884448,1,4,16
1106,129387.5,4,337,452,152324,22936.5,15.057705942596044,85.97639794419511,1,0,27
1107,114561.5,11,338,452,152776,38214.5,25.013418337958843,72.24606028202862,2,1,23
1108,119329.5,8,338,452,152776,33446.5,21.89250929465361,85.9181466210694,2,2,38
1109,118952.5,6,338,452,152776,33823.5,22.139275802482064,79.95663061428255,2,1,10
1110,151348.5,4,338,453,153114,1765.5,1.1530624240761784,96.5505961730223,1,4,16
1111,144149.0,4,338,452,152776,8627.0,5.646829344923286,92.86602345331424,1,4,16
1112,96831.0,6,338,452,152776,55945.0,36.61897156621458,67.62429962285125,0,1,21
1113,151500.5,4,338,453,153114,1613.5,1.0537899865459723,96.64756237688896,1,4,16
1114,96831.0,6,338,452,152776,55945.0,36.61897156621458,67.62429962285125,0,1,21
1115,135504.0,4,337,452,152324,16820.0,11.042252041700586,88.4592846889227,1,4,27
1116,136562.0,5,338,452,152776,16214.0,10.612923495837045,89.91825065865171,1,4,1
1117,88761.0,12,338,452,152776,64015.0,41.90121485050008,56.74422824950924,0,3,45
1118,91149.0,6,337,452,152324,61175.0,40.16110396260603,70.37952538532834,0,3,25
1119,139570.5,6,338,452,152776,13205.5,8.643700581243127,88.65081911865245,1,0,40
1120,132590.0,5,338,452,152776,20186.0,13.212808294496517,88.511945515875,1,2,1
1121,103155.5,10,338,452,152776,49620.5,32.47925066764413,73.87175212499213,2,1,46
1122,129387.5,4,337,452,152324,22936.5,15.057705942596044,85.97639794419511,1,0,27
1123,95823.0,7,338,452,152776,56953.0,37.2787610619469,70.6274254848515,0,1,3
1124,120317.0,4,337,452,152324,32007.0,21.012447152123105,80.74250971744243,2,0,-1
1125,135697.5,7,338,453,153114,17416.5,11.374857948979193,86.33087263715902,1,0,4
1126,106509.0,8,338,452,152776,46267.0,30.28420694349898,66.98225764817957,2,1,36
1127,106840.5,6,338,453,153114,46273.5,30.22159959246052,75.52754000494907,2,1,2
1128,148808.0,4,338,452,152776,3968.0,2.597266586374823,94.66512303884448,1,4,16
1129,137337.0,5,337,453,152661,15324.0,10.037927171969264,90.2485240195154,1,4,1
1130,151348.5,4,338,453,153114,1765.5,1.1530624240761784,96.5505961730223,1,4,16
1131,114544.0,8,338,452,152776,38232.0,25.0248730167042,74.79061777492521,2,1,8
1132,149326.0,4,338,452,152776,3450.0,2.258208095512384,95.24562842354456,1,4,16
1133,139479.5,5,338,452,152776,13296.5,8.70326491071896,91.59196371022756,1,4,1
1134,99751.0,8,337,452,152324,52573.0,34.513930831648324,71.30717536339064,0,3,5
1135,71345.0,11,337,452,152324,80979.0,53.162338173892486,43.57587871415488,0,5,28
1136,99751.0,8,337,452,152324,52573.0,34.513930831648324,71.30717536339064,0,3,5
1137,133062.0,5,338,452,152776,19714.0,12.90385924490758,87.68474166408973,1,0,1
1138,128253.0,9,338,452,152776,24523.0,16.05160496413049,83.26766320045496,1,0,24
1139,122851.5,6,338,453,153114,30262.5,19.764685136564918,78.97891322604096,2,2,10
1140,126133.0,4,338,452,152776,26643.0,17.439257474996072,83.83525774049993,1,0,29
1141,106543.5,7,338,452,152776,46232.5,30.261624862543854,70.30425759472013,2,1,3
1142,140398.5,4,338,452,152776,12377.5,8.101730638320156,90.96821595292155,1,4,16
1143,135768.0,4,337,452,152324,16556.0,10.868937265302907,88.94358125958998,1,4,27
1144,151348.5,4,338,453,153114,1765.5,1.1530624240761784,96.5505961730223,1,4,16
1145,71113.5,8,338,452,152776,81662.5,53.45244017384929,44.573009613548365,0,5,32
1146,127334.0,7,337,452,152324,24990.0,16.405819174916626,82.94183994594007,1,0,4
1147,140398.5,4,338,452,152776,12377.5,8.101730638320156,90.96821595292155,1,4,16
1148,127334.0,7,337,452,152324,24990.0,16.405819174916626,82.94183994594007,1,0,4
1149,147644.5,4,338,453,153114,5469.5,3.57217498073331,94.42005698812586,1,4,16
1150,150708.0,4,338,453,153114,2406.0,1.5713781888005016,95.44699792590664,1,4,16
1151,124548.5,8,338,452,152776,28227.5,18.476396816253864,82.24098065847853,2,0,-1
1152,106840.5,6,338,453,153114,46273.5,30.22159959246052,75.52754000494907,2,1,2
1153,143178.5,5,338,453,153114,9935.5,6.488955941324765,94.0845864210366,1,4,1
1154,110290.0,4,338,452,152776,42486.0,27.80934178143164,76.77246191763132,2,1,20
1155,81086.5,6,338,452,152776,71689.5,46.9245823951406,51.408534719425305,0,5,43
1156,150708.0,4,338,453,153114,2406.0,1.5713781888005016,95.44699792590664,1,4,16
1157,124368.5,9,337,452,152324,27955.5,18.35265618024737,82.27180492357601,2,0,24
1158,76014.5,3,337,452,152324,76309.5,50.09683306635855,54.90036911018557,0,5,12
1159,110290.0,4,338,452,152776,42486.0,27.80934178143164,76.77246191763132,2,1,20
1160,145584.5,4,338,452,152776,7191.5,4.707218411268785,93.21341637889012,1,4,16
1161,111372.0,8,338,452,152776,41404.0,27.101115358433265,82.27317714620733,2,1,6
1162,135504.0,4,337,452,152324,16820.0,11.042252041700586,88.4592846889227,1,4,27
1163,149030.5,4,338,453,153114,4083.5,2.666967096411824,94.89203841101175,1,4,16
1164,134560.0,5,338,452,152776,18216.0,11.923338744305388,90.38397720845144,1,2,1
1165,106840.5,6,338,453,153114,46273.5,30.22159959246052,75.52754000494907,2,1,2
1166,118952.5,6,338,452,152776,33823.5,22.139275802482064,79.95663061428255,2,1,10
1167,93482.5,7,337,452,152324,58841.5,38.62917202804548,65.24817831284099,0,3,35
1168,110290.0,4,338,452,152776,42486.0,27.80934178143164,76.77246191763132,2,1,20
1169,148035.0,4,338,453,153114,5079.0,3.3171362514205107,94.56351042859114,1,4,16
1170,88761.0,12,338,452,152776,64015.0,41.90121485050008,56.74422824950924,0,3,45
1171,105047.0,9,338,452,152776,47729.0,31.2411635335393,77.71556796616149,2,1,33
1172,128018.5,7,337,452,152324,24305.5,15.95644809747643,84.96846662036573,1,0,4
1173,114561.5,11,338,452,152776,38214.5,25.013418337958843,72.24606028202862,2,1,23
1174,99182.0,7,338,453,153114,53932.0,35.22342829525713,71.67348867959417,0,1,3
1175,103886.0,7,338,452,152776,48890.0,32.00109964915956,73.96580703532956,2,1,3
1176,103886.0,7,338,452,152776,48890.0,32.00109964915956,73.96580703532956,2,1,3
1177,119329.5,8,338,452,152776,33446.5,21.89250929465361,85.9181466210694,2,2,38
1178,100068.0,9,338,452,152776,52708.0,34.50018327485992,68.25192654215468,0,1,42
1179,114561.5,11,338,452,152776,38214.5,25.013418337958843,72.24606028202862,2,1,23
1180,76014.5,3,337,452,152324,76309.5,50.09683306635855,54.90036911018557,0,5,12
1181,105047.0,9,338,452,152776,47729.0,31.2411635335393,77.71556796616149,2,1,33
1182,146698.0,8,338,452,152776,6078.0,3.978373566528774,95.97822895532713,1,0,34
1183,93482.5,7,337,452,152324,58841.5,38.62917202804548,65.24817831284099,0,3,35
